CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	59	5000	1	105	No	NA	Telomeric	ECA746
I	10000	20000	37	15000	2	105	No	NA	Telomeric	ECA746
I	20000	30000	40	25000	3	105	No	NA	Telomeric	ECA746
I	30000	40000	47	35000	4	105	No	NA	Telomeric	ECA746
I	40000	50000	33	45000	5	105	No	NA	Telomeric	ECA746
I	50000	60000	32	55000	6	105	No	NA	Telomeric	ECA746
I	60000	70000	35	65000	7	105	No	NA	Telomeric	ECA746
I	70000	80000	43	75000	8	105	No	NA	Telomeric	ECA746
I	80000	90000	28	85000	9	105	No	NA	Telomeric	ECA746
I	90000	100000	25	95000	10	105	No	NA	Telomeric	ECA746
I	100000	110000	37	105000	11	105	No	NA	Telomeric	ECA746
I	110000	120000	21	115000	12	105	No	NA	Telomeric	ECA746
I	120000	130000	24	125000	13	105	No	NA	Telomeric	ECA746
I	130000	140000	31	135000	14	105	No	NA	Telomeric	ECA746
I	140000	150000	18	145000	15	105	No	NA	Telomeric	ECA746
I	150000	160000	25	155000	16	105	No	NA	Telomeric	ECA746
I	160000	170000	44	165000	17	105	No	NA	Telomeric	ECA746
I	170000	180000	24	175000	18	105	No	NA	Telomeric	ECA746
I	180000	190000	25	185000	19	105	No	NA	Telomeric	ECA746
I	190000	200000	34	195000	20	105	No	NA	Telomeric	ECA746
I	200000	210000	27	205000	21	105	No	NA	Telomeric	ECA746
I	210000	220000	36	215000	22	105	No	NA	Telomeric	ECA746
I	220000	230000	26	225000	23	105	No	NA	Telomeric	ECA746
I	230000	240000	43	235000	24	105	No	NA	Telomeric	ECA746
I	240000	250000	26	245000	25	105	No	NA	Telomeric	ECA746
I	250000	260000	42	255000	26	105	No	NA	Telomeric	ECA746
I	260000	270000	33	265000	27	105	No	NA	Telomeric	ECA746
I	270000	280000	39	275000	28	105	No	NA	Telomeric	ECA746
I	280000	290000	30	285000	29	105	No	NA	Telomeric	ECA746
I	290000	300000	32	295000	30	105	No	NA	Telomeric	ECA746
I	300000	310000	33	305000	31	105	No	NA	Telomeric	ECA746
I	310000	320000	28	315000	32	105	No	NA	Telomeric	ECA746
I	320000	330000	33	325000	33	105	No	NA	Telomeric	ECA746
I	330000	340000	46	335000	34	105	No	NA	Telomeric	ECA746
I	340000	350000	40	345000	35	105	No	NA	Telomeric	ECA746
I	350000	360000	47	355000	36	105	No	NA	Telomeric	ECA746
I	360000	370000	38	365000	37	105	No	NA	Telomeric	ECA746
I	370000	380000	51	375000	38	105	No	NA	Telomeric	ECA746
I	380000	390000	56	385000	39	105	No	NA	Telomeric	ECA746
I	390000	400000	57	395000	40	105	No	NA	Telomeric	ECA746
I	400000	410000	88	405000	41	105	No	NA	Telomeric	ECA746
I	410000	420000	56	415000	42	105	No	NA	Telomeric	ECA746
I	420000	430000	41	425000	43	105	No	NA	Telomeric	ECA746
I	430000	440000	62	435000	44	105	No	NA	Telomeric	ECA746
I	440000	450000	44	445000	45	105	No	NA	Telomeric	ECA746
I	450000	460000	50	455000	46	105	No	NA	Telomeric	ECA746
I	460000	470000	45	465000	47	105	No	NA	Telomeric	ECA746
I	470000	480000	60	475000	48	105	No	NA	Telomeric	ECA746
I	480000	490000	55	485000	49	105	No	NA	Telomeric	ECA746
I	490000	500000	61	495000	50	105	No	NA	Telomeric	ECA746
I	500000	510000	57	505000	51	105	No	NA	Telomeric	ECA746
I	510000	520000	43	515000	52	105	No	NA	Telomeric	ECA746
I	520000	530000	48	525000	53	105	No	NA	Telomeric	ECA746
I	530000	540000	27	535000	54	105	No	NA	LEFT_ARM	ECA746
I	540000	550000	62	545000	55	105	No	NA	LEFT_ARM	ECA746
I	550000	560000	42	555000	56	105	No	NA	LEFT_ARM	ECA746
I	560000	570000	65	565000	57	105	No	NA	LEFT_ARM	ECA746
I	570000	580000	35	575000	58	105	No	NA	LEFT_ARM	ECA746
I	580000	590000	39	585000	59	105	No	NA	LEFT_ARM	ECA746
I	590000	600000	27	595000	60	105	No	NA	LEFT_ARM	ECA746
I	600000	610000	39	605000	61	105	No	NA	LEFT_ARM	ECA746
I	610000	620000	47	615000	62	105	No	NA	LEFT_ARM	ECA746
I	620000	630000	84	625000	63	105	No	NA	LEFT_ARM	ECA746
I	630000	640000	65	635000	64	105	No	NA	LEFT_ARM	ECA746
I	640000	650000	50	645000	65	105	No	NA	LEFT_ARM	ECA746
I	650000	660000	106	655000	66	68	No	NA	LEFT_ARM	ECA746
I	660000	670000	62	665000	67	105	No	NA	LEFT_ARM	ECA746
I	670000	680000	75	675000	68	105	No	NA	LEFT_ARM	ECA746
I	680000	690000	69	685000	69	105	No	NA	LEFT_ARM	ECA746
I	690000	700000	92	695000	70	105	No	NA	LEFT_ARM	ECA746
I	700000	710000	69	705000	71	105	No	NA	LEFT_ARM	ECA746
I	710000	720000	68	715000	72	105	No	NA	LEFT_ARM	ECA746
I	720000	730000	67	725000	73	105	No	NA	LEFT_ARM	ECA746
I	730000	740000	69	735000	74	105	No	NA	LEFT_ARM	ECA746
I	740000	750000	51	745000	75	105	No	NA	LEFT_ARM	ECA746
I	750000	760000	39	755000	76	105	No	NA	LEFT_ARM	ECA746
I	760000	770000	63	765000	77	105	No	NA	LEFT_ARM	ECA746
I	770000	780000	74	775000	78	105	No	NA	LEFT_ARM	ECA746
I	780000	790000	106	785000	79	105	No	NA	LEFT_ARM	ECA746
I	790000	800000	67	795000	80	105	No	NA	LEFT_ARM	ECA746
I	800000	810000	74	805000	81	105	No	NA	LEFT_ARM	ECA746
I	810000	820000	46	815000	82	105	No	NA	LEFT_ARM	ECA746
I	820000	830000	53	825000	83	105	No	NA	LEFT_ARM	ECA746
I	830000	840000	54	835000	84	105	No	NA	LEFT_ARM	ECA746
I	840000	850000	42	845000	85	105	No	NA	LEFT_ARM	ECA746
I	850000	860000	96	855000	86	105	No	NA	LEFT_ARM	ECA746
I	860000	870000	94	865000	87	105	No	NA	LEFT_ARM	ECA746
I	870000	880000	61	875000	88	105	No	NA	LEFT_ARM	ECA746
I	880000	890000	39	885000	89	105	No	NA	LEFT_ARM	ECA746
I	890000	900000	99	895000	90	105	No	NA	LEFT_ARM	ECA746
I	900000	910000	76	905000	91	105	No	NA	LEFT_ARM	ECA746
I	910000	920000	60	915000	92	105	No	NA	LEFT_ARM	ECA746
I	920000	930000	49	925000	93	105	No	NA	LEFT_ARM	ECA746
I	930000	940000	62	935000	94	105	No	NA	LEFT_ARM	ECA746
I	940000	950000	48	945000	95	105	No	NA	LEFT_ARM	ECA746
I	950000	960000	64	955000	96	105	No	NA	LEFT_ARM	ECA746
I	960000	970000	62	965000	97	105	No	NA	LEFT_ARM	ECA746
I	970000	980000	45	975000	98	105	No	NA	LEFT_ARM	ECA746
I	980000	990000	80	985000	99	105	No	NA	LEFT_ARM	ECA746
I	990000	1000000	62	995000	100	105	No	NA	LEFT_ARM	ECA746
I	1000000	1010000	103	1005000	101	105	No	NA	LEFT_ARM	ECA746
I	1010000	1020000	87	1015000	102	105	No	NA	LEFT_ARM	ECA746
I	1020000	1030000	86	1025000	103	105	No	NA	LEFT_ARM	ECA746
I	1030000	1040000	98	1035000	104	105	No	NA	LEFT_ARM	ECA746
I	1040000	1050000	162	1045000	105	26	Yes	Up	LEFT_ARM	ECA746
I	1050000	1060000	114	1055000	106	105	No	NA	LEFT_ARM	ECA746
I	1060000	1070000	53	1065000	107	105	No	NA	LEFT_ARM	ECA746
