CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	47	5000	1	105	No	NA	Telomeric	NIC267
I	10000	20000	22	15000	2	105	No	NA	Telomeric	NIC267
I	20000	30000	19	25000	3	105	No	NA	Telomeric	NIC267
I	30000	40000	21	35000	4	105	No	NA	Telomeric	NIC267
I	40000	50000	25	45000	5	105	No	NA	Telomeric	NIC267
I	50000	60000	22	55000	6	105	No	NA	Telomeric	NIC267
I	60000	70000	25	65000	7	105	No	NA	Telomeric	NIC267
I	70000	80000	30	75000	8	105	No	NA	Telomeric	NIC267
I	80000	90000	19	85000	9	105	No	NA	Telomeric	NIC267
I	90000	100000	18	95000	10	105	No	NA	Telomeric	NIC267
I	100000	110000	23	105000	11	105	No	NA	Telomeric	NIC267
I	110000	120000	20	115000	12	105	No	NA	Telomeric	NIC267
I	120000	130000	24	125000	13	105	No	NA	Telomeric	NIC267
I	130000	140000	23	135000	14	105	No	NA	Telomeric	NIC267
I	140000	150000	11	145000	15	105	No	NA	Telomeric	NIC267
I	150000	160000	20	155000	16	105	No	NA	Telomeric	NIC267
I	160000	170000	19	165000	17	105	No	NA	Telomeric	NIC267
I	170000	180000	17	175000	18	105	No	NA	Telomeric	NIC267
I	180000	190000	18	185000	19	105	No	NA	Telomeric	NIC267
I	190000	200000	19	195000	20	105	No	NA	Telomeric	NIC267
I	200000	210000	25	205000	21	105	No	NA	Telomeric	NIC267
I	210000	220000	19	215000	22	105	No	NA	Telomeric	NIC267
I	220000	230000	30	225000	23	105	No	NA	Telomeric	NIC267
I	230000	240000	78	235000	24	28	Yes	Up	Telomeric	NIC267
I	240000	250000	16	245000	25	105	No	NA	Telomeric	NIC267
I	250000	260000	34	255000	26	105	No	NA	Telomeric	NIC267
I	260000	270000	26	265000	27	105	No	NA	Telomeric	NIC267
I	270000	280000	28	275000	28	105	No	NA	Telomeric	NIC267
I	280000	290000	22	285000	29	105	No	NA	Telomeric	NIC267
I	290000	300000	18	295000	30	105	No	NA	Telomeric	NIC267
I	300000	310000	20	305000	31	105	No	NA	Telomeric	NIC267
I	310000	320000	23	315000	32	105	No	NA	Telomeric	NIC267
I	320000	330000	17	325000	33	105	No	NA	Telomeric	NIC267
I	330000	340000	23	335000	34	105	No	NA	Telomeric	NIC267
I	340000	350000	26	345000	35	105	No	NA	Telomeric	NIC267
I	350000	360000	13	355000	36	105	No	NA	Telomeric	NIC267
I	360000	370000	18	365000	37	105	No	NA	Telomeric	NIC267
I	370000	380000	21	375000	38	105	No	NA	Telomeric	NIC267
I	380000	390000	24	385000	39	105	No	NA	Telomeric	NIC267
I	390000	400000	26	395000	40	105	No	NA	Telomeric	NIC267
I	400000	410000	41	405000	41	105	No	NA	Telomeric	NIC267
I	410000	420000	29	415000	42	105	No	NA	Telomeric	NIC267
I	420000	430000	20	425000	43	105	No	NA	Telomeric	NIC267
I	430000	440000	26	435000	44	105	No	NA	Telomeric	NIC267
I	440000	450000	22	445000	45	105	No	NA	Telomeric	NIC267
I	450000	460000	12	455000	46	105	No	NA	Telomeric	NIC267
I	460000	470000	39	465000	47	105	No	NA	Telomeric	NIC267
I	470000	480000	25	475000	48	105	No	NA	Telomeric	NIC267
I	480000	490000	44	485000	49	105	No	NA	Telomeric	NIC267
I	490000	500000	36	495000	50	105	No	NA	Telomeric	NIC267
I	500000	510000	17	505000	51	105	No	NA	Telomeric	NIC267
I	510000	520000	21	515000	52	105	No	NA	Telomeric	NIC267
I	520000	530000	29	525000	53	105	No	NA	Telomeric	NIC267
I	530000	540000	9	535000	54	105	No	NA	LEFT_ARM	NIC267
I	540000	550000	22	545000	55	105	No	NA	LEFT_ARM	NIC267
I	550000	560000	20	555000	56	105	No	NA	LEFT_ARM	NIC267
I	560000	570000	15	565000	57	105	No	NA	LEFT_ARM	NIC267
I	570000	580000	25	575000	58	105	No	NA	LEFT_ARM	NIC267
I	580000	590000	28	585000	59	105	No	NA	LEFT_ARM	NIC267
I	590000	600000	22	595000	60	105	No	NA	LEFT_ARM	NIC267
I	600000	610000	36	605000	61	105	No	NA	LEFT_ARM	NIC267
I	610000	620000	20	615000	62	105	No	NA	LEFT_ARM	NIC267
I	620000	630000	43	625000	63	105	No	NA	LEFT_ARM	NIC267
I	630000	640000	46	635000	64	105	No	NA	LEFT_ARM	NIC267
I	640000	650000	56	645000	65	105	No	NA	LEFT_ARM	NIC267
I	650000	660000	32	655000	66	105	No	NA	LEFT_ARM	NIC267
I	660000	670000	16	665000	67	105	No	NA	LEFT_ARM	NIC267
I	670000	680000	42	675000	68	105	No	NA	LEFT_ARM	NIC267
I	680000	690000	66	685000	69	50	Yes	Up	LEFT_ARM	NIC267
I	690000	700000	38	695000	70	105	No	NA	LEFT_ARM	NIC267
I	700000	710000	32	705000	71	105	No	NA	LEFT_ARM	NIC267
I	710000	720000	68	715000	72	46	Yes	Up	LEFT_ARM	NIC267
I	720000	730000	18	725000	73	105	No	NA	LEFT_ARM	NIC267
I	730000	740000	22	735000	74	105	No	NA	LEFT_ARM	NIC267
I	740000	750000	16	745000	75	105	No	NA	LEFT_ARM	NIC267
I	750000	760000	19	755000	76	105	No	NA	LEFT_ARM	NIC267
I	760000	770000	19	765000	77	105	No	NA	LEFT_ARM	NIC267
I	770000	780000	27	775000	78	105	No	NA	LEFT_ARM	NIC267
I	780000	790000	26	785000	79	105	No	NA	LEFT_ARM	NIC267
I	790000	800000	24	795000	80	105	No	NA	LEFT_ARM	NIC267
I	800000	810000	37	805000	81	105	No	NA	LEFT_ARM	NIC267
I	810000	820000	26	815000	82	105	No	NA	LEFT_ARM	NIC267
I	820000	830000	23	825000	83	105	No	NA	LEFT_ARM	NIC267
I	830000	840000	21	835000	84	105	No	NA	LEFT_ARM	NIC267
I	840000	850000	19	845000	85	105	No	NA	LEFT_ARM	NIC267
I	850000	860000	39	855000	86	105	No	NA	LEFT_ARM	NIC267
I	860000	870000	51	865000	87	105	No	NA	LEFT_ARM	NIC267
I	870000	880000	22	875000	88	105	No	NA	LEFT_ARM	NIC267
I	880000	890000	28	885000	89	105	No	NA	LEFT_ARM	NIC267
I	890000	900000	33	895000	90	105	No	NA	LEFT_ARM	NIC267
I	900000	910000	31	905000	91	105	No	NA	LEFT_ARM	NIC267
I	910000	920000	22	915000	92	105	No	NA	LEFT_ARM	NIC267
I	920000	930000	20	925000	93	105	No	NA	LEFT_ARM	NIC267
I	930000	940000	13	935000	94	105	No	NA	LEFT_ARM	NIC267
I	940000	950000	30	945000	95	105	No	NA	LEFT_ARM	NIC267
I	950000	960000	38	955000	96	105	No	NA	LEFT_ARM	NIC267
I	960000	970000	26	965000	97	105	No	NA	LEFT_ARM	NIC267
I	970000	980000	25	975000	98	105	No	NA	LEFT_ARM	NIC267
I	980000	990000	45	985000	99	105	No	NA	LEFT_ARM	NIC267
I	990000	1000000	38	995000	100	105	No	NA	LEFT_ARM	NIC267
I	1000000	1010000	11	1005000	101	105	No	NA	LEFT_ARM	NIC267
I	1010000	1020000	22	1015000	102	105	No	NA	LEFT_ARM	NIC267
I	1020000	1030000	44	1025000	103	105	No	NA	LEFT_ARM	NIC267
I	1030000	1040000	66	1035000	104	105	No	NA	LEFT_ARM	NIC267
I	1040000	1050000	53	1045000	105	105	No	NA	LEFT_ARM	NIC267
I	1050000	1060000	85	1055000	106	32	Yes	Up	LEFT_ARM	NIC267
I	1060000	1070000	40	1065000	107	105	No	NA	LEFT_ARM	NIC267
