CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	35	5000	1	105	No	NA	Telomeric	ED3040
I	10000	20000	24	15000	2	105	No	NA	Telomeric	ED3040
I	20000	30000	21	25000	3	105	No	NA	Telomeric	ED3040
I	30000	40000	20	35000	4	105	No	NA	Telomeric	ED3040
I	40000	50000	25	45000	5	105	No	NA	Telomeric	ED3040
I	50000	60000	14	55000	6	105	No	NA	Telomeric	ED3040
I	60000	70000	22	65000	7	105	No	NA	Telomeric	ED3040
I	70000	80000	24	75000	8	105	No	NA	Telomeric	ED3040
I	80000	90000	21	85000	9	105	No	NA	Telomeric	ED3040
I	90000	100000	23	95000	10	105	No	NA	Telomeric	ED3040
I	100000	110000	25	105000	11	105	No	NA	Telomeric	ED3040
I	110000	120000	18	115000	12	105	No	NA	Telomeric	ED3040
I	120000	130000	25	125000	13	105	No	NA	Telomeric	ED3040
I	130000	140000	22	135000	14	105	No	NA	Telomeric	ED3040
I	140000	150000	12	145000	15	105	No	NA	Telomeric	ED3040
I	150000	160000	14	155000	16	105	No	NA	Telomeric	ED3040
I	160000	170000	20	165000	17	105	No	NA	Telomeric	ED3040
I	170000	180000	18	175000	18	105	No	NA	Telomeric	ED3040
I	180000	190000	17	185000	19	105	No	NA	Telomeric	ED3040
I	190000	200000	24	195000	20	105	No	NA	Telomeric	ED3040
I	200000	210000	29	205000	21	105	No	NA	Telomeric	ED3040
I	210000	220000	29	215000	22	105	No	NA	Telomeric	ED3040
I	220000	230000	26	225000	23	105	No	NA	Telomeric	ED3040
I	230000	240000	45	235000	24	105	No	NA	Telomeric	ED3040
I	240000	250000	19	245000	25	105	No	NA	Telomeric	ED3040
I	250000	260000	34	255000	26	105	No	NA	Telomeric	ED3040
I	260000	270000	27	265000	27	105	No	NA	Telomeric	ED3040
I	270000	280000	31	275000	28	105	No	NA	Telomeric	ED3040
I	280000	290000	22	285000	29	105	No	NA	Telomeric	ED3040
I	290000	300000	19	295000	30	105	No	NA	Telomeric	ED3040
I	300000	310000	22	305000	31	105	No	NA	Telomeric	ED3040
I	310000	320000	24	315000	32	105	No	NA	Telomeric	ED3040
I	320000	330000	23	325000	33	105	No	NA	Telomeric	ED3040
I	330000	340000	31	335000	34	105	No	NA	Telomeric	ED3040
I	340000	350000	33	345000	35	105	No	NA	Telomeric	ED3040
I	350000	360000	25	355000	36	105	No	NA	Telomeric	ED3040
I	360000	370000	24	365000	37	105	No	NA	Telomeric	ED3040
I	370000	380000	43	375000	38	105	No	NA	Telomeric	ED3040
I	380000	390000	29	385000	39	105	No	NA	Telomeric	ED3040
I	390000	400000	23	395000	40	105	No	NA	Telomeric	ED3040
I	400000	410000	42	405000	41	105	No	NA	Telomeric	ED3040
I	410000	420000	32	415000	42	105	No	NA	Telomeric	ED3040
I	420000	430000	24	425000	43	105	No	NA	Telomeric	ED3040
I	430000	440000	22	435000	44	105	No	NA	Telomeric	ED3040
I	440000	450000	15	445000	45	105	No	NA	Telomeric	ED3040
I	450000	460000	12	455000	46	105	No	NA	Telomeric	ED3040
I	460000	470000	12	465000	47	105	No	NA	Telomeric	ED3040
I	470000	480000	14	475000	48	105	No	NA	Telomeric	ED3040
I	480000	490000	11	485000	49	105	No	NA	Telomeric	ED3040
I	490000	500000	28	495000	50	105	No	NA	Telomeric	ED3040
I	500000	510000	12	505000	51	105	No	NA	Telomeric	ED3040
I	510000	520000	9	515000	52	105	No	NA	Telomeric	ED3040
I	520000	530000	12	525000	53	105	No	NA	Telomeric	ED3040
I	530000	540000	9	535000	54	105	No	NA	LEFT_ARM	ED3040
