CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	39	5000	1	105	No	NA	Telomeric	NIC265
I	10000	20000	20	15000	2	105	No	NA	Telomeric	NIC265
I	20000	30000	17	25000	3	105	No	NA	Telomeric	NIC265
I	30000	40000	22	35000	4	105	No	NA	Telomeric	NIC265
I	40000	50000	27	45000	5	105	No	NA	Telomeric	NIC265
I	50000	60000	14	55000	6	105	No	NA	Telomeric	NIC265
I	60000	70000	24	65000	7	105	No	NA	Telomeric	NIC265
I	70000	80000	28	75000	8	105	No	NA	Telomeric	NIC265
I	80000	90000	24	85000	9	105	No	NA	Telomeric	NIC265
I	90000	100000	21	95000	10	105	No	NA	Telomeric	NIC265
I	100000	110000	25	105000	11	105	No	NA	Telomeric	NIC265
I	110000	120000	18	115000	12	105	No	NA	Telomeric	NIC265
I	120000	130000	22	125000	13	105	No	NA	Telomeric	NIC265
I	130000	140000	22	135000	14	105	No	NA	Telomeric	NIC265
I	140000	150000	16	145000	15	105	No	NA	Telomeric	NIC265
I	150000	160000	15	155000	16	105	No	NA	Telomeric	NIC265
I	160000	170000	19	165000	17	105	No	NA	Telomeric	NIC265
I	170000	180000	17	175000	18	105	No	NA	Telomeric	NIC265
I	180000	190000	16	185000	19	105	No	NA	Telomeric	NIC265
I	190000	200000	25	195000	20	105	No	NA	Telomeric	NIC265
I	200000	210000	27	205000	21	105	No	NA	Telomeric	NIC265
I	210000	220000	33	215000	22	105	No	NA	Telomeric	NIC265
I	220000	230000	23	225000	23	105	No	NA	Telomeric	NIC265
I	230000	240000	70	235000	24	29	Yes	Up	Telomeric	NIC265
I	240000	250000	17	245000	25	105	No	NA	Telomeric	NIC265
I	250000	260000	37	255000	26	105	No	NA	Telomeric	NIC265
I	260000	270000	26	265000	27	105	No	NA	Telomeric	NIC265
I	270000	280000	30	275000	28	105	No	NA	Telomeric	NIC265
I	280000	290000	30	285000	29	105	No	NA	Telomeric	NIC265
I	290000	300000	21	295000	30	105	No	NA	Telomeric	NIC265
I	300000	310000	19	305000	31	105	No	NA	Telomeric	NIC265
I	310000	320000	19	315000	32	105	No	NA	Telomeric	NIC265
I	320000	330000	15	325000	33	105	No	NA	Telomeric	NIC265
I	330000	340000	28	335000	34	105	No	NA	Telomeric	NIC265
I	340000	350000	33	345000	35	105	No	NA	Telomeric	NIC265
I	350000	360000	15	355000	36	105	No	NA	Telomeric	NIC265
I	360000	370000	21	365000	37	105	No	NA	Telomeric	NIC265
I	370000	380000	28	375000	38	105	No	NA	Telomeric	NIC265
I	380000	390000	28	385000	39	105	No	NA	Telomeric	NIC265
I	390000	400000	30	395000	40	105	No	NA	Telomeric	NIC265
I	400000	410000	38	405000	41	105	No	NA	Telomeric	NIC265
I	410000	420000	19	415000	42	105	No	NA	Telomeric	NIC265
I	420000	430000	26	425000	43	105	No	NA	Telomeric	NIC265
I	430000	440000	25	435000	44	105	No	NA	Telomeric	NIC265
I	440000	450000	20	445000	45	105	No	NA	Telomeric	NIC265
I	450000	460000	26	455000	46	105	No	NA	Telomeric	NIC265
I	460000	470000	32	465000	47	105	No	NA	Telomeric	NIC265
I	470000	480000	33	475000	48	105	No	NA	Telomeric	NIC265
I	480000	490000	31	485000	49	105	No	NA	Telomeric	NIC265
I	490000	500000	29	495000	50	105	No	NA	Telomeric	NIC265
I	500000	510000	16	505000	51	105	No	NA	Telomeric	NIC265
I	510000	520000	22	515000	52	105	No	NA	Telomeric	NIC265
I	520000	530000	14	525000	53	105	No	NA	Telomeric	NIC265
I	530000	540000	10	535000	54	105	No	NA	LEFT_ARM	NIC265
I	540000	550000	28	545000	55	105	No	NA	LEFT_ARM	NIC265
I	550000	560000	15	555000	56	105	No	NA	LEFT_ARM	NIC265
I	560000	570000	16	565000	57	105	No	NA	LEFT_ARM	NIC265
I	570000	580000	17	575000	58	105	No	NA	LEFT_ARM	NIC265
I	580000	590000	25	585000	59	105	No	NA	LEFT_ARM	NIC265
I	590000	600000	18	595000	60	105	No	NA	LEFT_ARM	NIC265
I	600000	610000	24	605000	61	105	No	NA	LEFT_ARM	NIC265
I	610000	620000	48	615000	62	105	No	NA	LEFT_ARM	NIC265
I	620000	630000	43	625000	63	105	No	NA	LEFT_ARM	NIC265
I	630000	640000	60	635000	64	61	Yes	Up	LEFT_ARM	NIC265
I	640000	650000	48	645000	65	105	No	NA	LEFT_ARM	NIC265
I	650000	660000	47	655000	66	105	No	NA	LEFT_ARM	NIC265
I	660000	670000	47	665000	67	105	No	NA	LEFT_ARM	NIC265
I	670000	680000	49	675000	68	105	No	NA	LEFT_ARM	NIC265
I	680000	690000	39	685000	69	105	No	NA	LEFT_ARM	NIC265
I	690000	700000	59	695000	70	69	Yes	Up	LEFT_ARM	NIC265
I	700000	710000	49	705000	71	105	No	NA	LEFT_ARM	NIC265
I	710000	720000	77	715000	72	20	Yes	Up	LEFT_ARM	NIC265
I	720000	730000	21	725000	73	105	No	NA	LEFT_ARM	NIC265
I	730000	740000	22	735000	74	105	No	NA	LEFT_ARM	NIC265
I	740000	750000	24	745000	75	105	No	NA	LEFT_ARM	NIC265
I	750000	760000	31	755000	76	105	No	NA	LEFT_ARM	NIC265
I	760000	770000	25	765000	77	105	No	NA	LEFT_ARM	NIC265
I	770000	780000	27	775000	78	105	No	NA	LEFT_ARM	NIC265
I	780000	790000	28	785000	79	105	No	NA	LEFT_ARM	NIC265
I	790000	800000	26	795000	80	105	No	NA	LEFT_ARM	NIC265
I	800000	810000	19	805000	81	105	No	NA	LEFT_ARM	NIC265
I	810000	820000	24	815000	82	105	No	NA	LEFT_ARM	NIC265
I	820000	830000	30	825000	83	105	No	NA	LEFT_ARM	NIC265
I	830000	840000	33	835000	84	105	No	NA	LEFT_ARM	NIC265
I	840000	850000	24	845000	85	105	No	NA	LEFT_ARM	NIC265
I	850000	860000	27	855000	86	105	No	NA	LEFT_ARM	NIC265
I	860000	870000	30	865000	87	105	No	NA	LEFT_ARM	NIC265
I	870000	880000	35	875000	88	105	No	NA	LEFT_ARM	NIC265
I	880000	890000	23	885000	89	105	No	NA	LEFT_ARM	NIC265
I	890000	900000	31	895000	90	105	No	NA	LEFT_ARM	NIC265
I	900000	910000	22	905000	91	105	No	NA	LEFT_ARM	NIC265
I	910000	920000	19	915000	92	105	No	NA	LEFT_ARM	NIC265
I	920000	930000	35	925000	93	105	No	NA	LEFT_ARM	NIC265
I	930000	940000	18	935000	94	105	No	NA	LEFT_ARM	NIC265
I	940000	950000	18	945000	95	105	No	NA	LEFT_ARM	NIC265
I	950000	960000	32	955000	96	105	No	NA	LEFT_ARM	NIC265
I	960000	970000	33	965000	97	105	No	NA	LEFT_ARM	NIC265
I	970000	980000	22	975000	98	105	No	NA	LEFT_ARM	NIC265
I	980000	990000	17	985000	99	105	No	NA	LEFT_ARM	NIC265
I	990000	1000000	42	995000	100	105	No	NA	LEFT_ARM	NIC265
I	1000000	1010000	23	1005000	101	105	No	NA	LEFT_ARM	NIC265
I	1010000	1020000	23	1015000	102	105	No	NA	LEFT_ARM	NIC265
I	1020000	1030000	43	1025000	103	105	No	NA	LEFT_ARM	NIC265
I	1030000	1040000	59	1035000	104	105	No	NA	LEFT_ARM	NIC265
I	1040000	1050000	51	1045000	105	105	No	NA	LEFT_ARM	NIC265
I	1050000	1060000	39	1055000	106	105	No	NA	LEFT_ARM	NIC265
I	1060000	1070000	31	1065000	107	105	No	NA	LEFT_ARM	NIC265
I	1070000	1080000	38	1075000	108	105	No	NA	LEFT_ARM	NIC265
I	1080000	1090000	33	1085000	109	105	No	NA	LEFT_ARM	NIC265
I	1090000	1100000	39	1095000	110	105	No	NA	LEFT_ARM	NIC265
I	1100000	1110000	12	1105000	111	105	No	NA	LEFT_ARM	NIC265
I	1110000	1120000	10	1115000	112	105	No	NA	LEFT_ARM	NIC265
I	1120000	1130000	14	1125000	113	105	No	NA	LEFT_ARM	NIC265
I	1130000	1140000	3	1135000	114	105	No	NA	LEFT_ARM	NIC265
I	1140000	1150000	36	1145000	115	105	No	NA	LEFT_ARM	NIC265
I	1150000	1160000	6	1155000	116	105	No	NA	LEFT_ARM	NIC265
I	1160000	1170000	7	1165000	117	105	No	NA	LEFT_ARM	NIC265
I	1170000	1180000	8	1175000	118	105	No	NA	LEFT_ARM	NIC265
I	1180000	1190000	3	1185000	119	71	Yes	Down	LEFT_ARM	NIC265
I	1190000	1200000	6	1195000	120	105	No	NA	LEFT_ARM	NIC265
I	1200000	1210000	83	1205000	121	26	Yes	Up	LEFT_ARM	NIC265
I	1210000	1220000	188	1215000	122	2	Yes	Up	LEFT_ARM	NIC265
I	1220000	1230000	137	1225000	123	5	Yes	Up	LEFT_ARM	NIC265
I	1230000	1240000	46	1235000	124	105	No	NA	LEFT_ARM	NIC265
I	1240000	1250000	39	1245000	125	105	No	NA	LEFT_ARM	NIC265
I	1250000	1260000	48	1255000	126	105	No	NA	LEFT_ARM	NIC265
