CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	49	5000	1	105	No	NA	Telomeric	ECA347
I	10000	20000	46	15000	2	105	No	NA	Telomeric	ECA347
I	20000	30000	31	25000	3	105	No	NA	Telomeric	ECA347
I	30000	40000	40	35000	4	105	No	NA	Telomeric	ECA347
I	40000	50000	32	45000	5	105	No	NA	Telomeric	ECA347
I	50000	60000	34	55000	6	105	No	NA	Telomeric	ECA347
I	60000	70000	40	65000	7	105	No	NA	Telomeric	ECA347
I	70000	80000	39	75000	8	105	No	NA	Telomeric	ECA347
I	80000	90000	25	85000	9	105	No	NA	Telomeric	ECA347
I	90000	100000	20	95000	10	105	No	NA	Telomeric	ECA347
I	100000	110000	41	105000	11	105	No	NA	Telomeric	ECA347
I	110000	120000	21	115000	12	105	No	NA	Telomeric	ECA347
I	120000	130000	26	125000	13	105	No	NA	Telomeric	ECA347
I	130000	140000	33	135000	14	105	No	NA	Telomeric	ECA347
I	140000	150000	14	145000	15	105	No	NA	Telomeric	ECA347
I	150000	160000	23	155000	16	105	No	NA	Telomeric	ECA347
I	160000	170000	32	165000	17	105	No	NA	Telomeric	ECA347
I	170000	180000	23	175000	18	105	No	NA	Telomeric	ECA347
I	180000	190000	22	185000	19	105	No	NA	Telomeric	ECA347
I	190000	200000	31	195000	20	105	No	NA	Telomeric	ECA347
I	200000	210000	35	205000	21	105	No	NA	Telomeric	ECA347
I	210000	220000	34	215000	22	105	No	NA	Telomeric	ECA347
I	220000	230000	30	225000	23	105	No	NA	Telomeric	ECA347
I	230000	240000	80	235000	24	105	No	NA	Telomeric	ECA347
I	240000	250000	25	245000	25	105	No	NA	Telomeric	ECA347
I	250000	260000	34	255000	26	105	No	NA	Telomeric	ECA347
I	260000	270000	31	265000	27	105	No	NA	Telomeric	ECA347
I	270000	280000	41	275000	28	105	No	NA	Telomeric	ECA347
I	280000	290000	32	285000	29	105	No	NA	Telomeric	ECA347
I	290000	300000	32	295000	30	105	No	NA	Telomeric	ECA347
I	300000	310000	26	305000	31	105	No	NA	Telomeric	ECA347
I	310000	320000	21	315000	32	105	No	NA	Telomeric	ECA347
I	320000	330000	27	325000	33	105	No	NA	Telomeric	ECA347
I	330000	340000	39	335000	34	105	No	NA	Telomeric	ECA347
I	340000	350000	41	345000	35	105	No	NA	Telomeric	ECA347
I	350000	360000	49	355000	36	105	No	NA	Telomeric	ECA347
I	360000	370000	41	365000	37	105	No	NA	Telomeric	ECA347
I	370000	380000	47	375000	38	105	No	NA	Telomeric	ECA347
I	380000	390000	55	385000	39	105	No	NA	Telomeric	ECA347
I	390000	400000	56	395000	40	105	No	NA	Telomeric	ECA347
I	400000	410000	96	405000	41	105	No	NA	Telomeric	ECA347
