CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	33	5000	1	105	No	NA	Telomeric	QG2855
I	10000	20000	22	15000	2	105	No	NA	Telomeric	QG2855
I	20000	30000	19	25000	3	105	No	NA	Telomeric	QG2855
I	30000	40000	21	35000	4	105	No	NA	Telomeric	QG2855
I	40000	50000	25	45000	5	105	No	NA	Telomeric	QG2855
I	50000	60000	22	55000	6	105	No	NA	Telomeric	QG2855
I	60000	70000	25	65000	7	105	No	NA	Telomeric	QG2855
I	70000	80000	31	75000	8	105	No	NA	Telomeric	QG2855
I	80000	90000	20	85000	9	105	No	NA	Telomeric	QG2855
I	90000	100000	19	95000	10	105	No	NA	Telomeric	QG2855
I	100000	110000	25	105000	11	105	No	NA	Telomeric	QG2855
I	110000	120000	19	115000	12	105	No	NA	Telomeric	QG2855
I	120000	130000	23	125000	13	105	No	NA	Telomeric	QG2855
I	130000	140000	22	135000	14	105	No	NA	Telomeric	QG2855
I	140000	150000	11	145000	15	105	No	NA	Telomeric	QG2855
I	150000	160000	20	155000	16	105	No	NA	Telomeric	QG2855
I	160000	170000	18	165000	17	105	No	NA	Telomeric	QG2855
I	170000	180000	17	175000	18	105	No	NA	Telomeric	QG2855
I	180000	190000	18	185000	19	105	No	NA	Telomeric	QG2855
I	190000	200000	20	195000	20	105	No	NA	Telomeric	QG2855
I	200000	210000	26	205000	21	105	No	NA	Telomeric	QG2855
I	210000	220000	21	215000	22	105	No	NA	Telomeric	QG2855
I	220000	230000	18	225000	23	105	No	NA	Telomeric	QG2855
I	230000	240000	60	235000	24	36	Yes	Up	Telomeric	QG2855
I	240000	250000	16	245000	25	105	No	NA	Telomeric	QG2855
I	250000	260000	36	255000	26	105	No	NA	Telomeric	QG2855
I	260000	270000	24	265000	27	105	No	NA	Telomeric	QG2855
I	270000	280000	27	275000	28	105	No	NA	Telomeric	QG2855
I	280000	290000	27	285000	29	105	No	NA	Telomeric	QG2855
I	290000	300000	19	295000	30	105	No	NA	Telomeric	QG2855
I	300000	310000	21	305000	31	105	No	NA	Telomeric	QG2855
I	310000	320000	26	315000	32	105	No	NA	Telomeric	QG2855
I	320000	330000	22	325000	33	105	No	NA	Telomeric	QG2855
I	330000	340000	23	335000	34	105	No	NA	Telomeric	QG2855
I	340000	350000	31	345000	35	105	No	NA	Telomeric	QG2855
I	350000	360000	19	355000	36	105	No	NA	Telomeric	QG2855
I	360000	370000	20	365000	37	105	No	NA	Telomeric	QG2855
I	370000	380000	27	375000	38	105	No	NA	Telomeric	QG2855
I	380000	390000	30	385000	39	105	No	NA	Telomeric	QG2855
I	390000	400000	26	395000	40	105	No	NA	Telomeric	QG2855
I	400000	410000	47	405000	41	105	No	NA	Telomeric	QG2855
I	410000	420000	32	415000	42	105	No	NA	Telomeric	QG2855
I	420000	430000	22	425000	43	105	No	NA	Telomeric	QG2855
I	430000	440000	26	435000	44	105	No	NA	Telomeric	QG2855
I	440000	450000	26	445000	45	105	No	NA	Telomeric	QG2855
I	450000	460000	16	455000	46	105	No	NA	Telomeric	QG2855
I	460000	470000	40	465000	47	105	No	NA	Telomeric	QG2855
I	470000	480000	22	475000	48	105	No	NA	Telomeric	QG2855
I	480000	490000	45	485000	49	105	No	NA	Telomeric	QG2855
I	490000	500000	37	495000	50	105	No	NA	Telomeric	QG2855
I	500000	510000	17	505000	51	105	No	NA	Telomeric	QG2855
I	510000	520000	20	515000	52	105	No	NA	Telomeric	QG2855
I	520000	530000	29	525000	53	105	No	NA	Telomeric	QG2855
I	530000	540000	10	535000	54	105	No	NA	LEFT_ARM	QG2855
I	540000	550000	18	545000	55	105	No	NA	LEFT_ARM	QG2855
I	550000	560000	21	555000	56	105	No	NA	LEFT_ARM	QG2855
I	560000	570000	18	565000	57	105	No	NA	LEFT_ARM	QG2855
I	570000	580000	27	575000	58	105	No	NA	LEFT_ARM	QG2855
I	580000	590000	33	585000	59	105	No	NA	LEFT_ARM	QG2855
I	590000	600000	25	595000	60	105	No	NA	LEFT_ARM	QG2855
I	600000	610000	31	605000	61	105	No	NA	LEFT_ARM	QG2855
I	610000	620000	23	615000	62	105	No	NA	LEFT_ARM	QG2855
I	620000	630000	68	625000	63	33	Yes	Up	LEFT_ARM	QG2855
I	630000	640000	55	635000	64	75	Yes	Up	LEFT_ARM	QG2855
I	640000	650000	60	645000	65	57	Yes	Up	LEFT_ARM	QG2855
I	650000	660000	38	655000	66	105	No	NA	LEFT_ARM	QG2855
I	660000	670000	20	665000	67	105	No	NA	LEFT_ARM	QG2855
I	670000	680000	50	675000	68	105	No	NA	LEFT_ARM	QG2855
I	680000	690000	68	685000	69	38	Yes	Up	LEFT_ARM	QG2855
I	690000	700000	40	695000	70	105	No	NA	LEFT_ARM	QG2855
I	700000	710000	38	705000	71	105	No	NA	LEFT_ARM	QG2855
