CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	38	5000	1	105	No	NA	Telomeric	XZ1516
I	10000	20000	29	15000	2	105	No	NA	Telomeric	XZ1516
I	20000	30000	32	25000	3	105	No	NA	Telomeric	XZ1516
I	30000	40000	27	35000	4	105	No	NA	Telomeric	XZ1516
I	40000	50000	27	45000	5	105	No	NA	Telomeric	XZ1516
I	50000	60000	31	55000	6	105	No	NA	Telomeric	XZ1516
I	60000	70000	33	65000	7	105	No	NA	Telomeric	XZ1516
I	70000	80000	40	75000	8	105	No	NA	Telomeric	XZ1516
I	80000	90000	30	85000	9	105	No	NA	Telomeric	XZ1516
I	90000	100000	28	95000	10	105	No	NA	Telomeric	XZ1516
I	100000	110000	38	105000	11	105	No	NA	Telomeric	XZ1516
I	110000	120000	23	115000	12	105	No	NA	Telomeric	XZ1516
I	120000	130000	45	125000	13	105	No	NA	Telomeric	XZ1516
I	130000	140000	33	135000	14	105	No	NA	Telomeric	XZ1516
I	140000	150000	19	145000	15	105	No	NA	Telomeric	XZ1516
I	150000	160000	30	155000	16	105	No	NA	Telomeric	XZ1516
I	160000	170000	34	165000	17	105	No	NA	Telomeric	XZ1516
I	170000	180000	16	175000	18	105	No	NA	Telomeric	XZ1516
I	180000	190000	23	185000	19	105	No	NA	Telomeric	XZ1516
I	190000	200000	38	195000	20	105	No	NA	Telomeric	XZ1516
I	200000	210000	34	205000	21	105	No	NA	Telomeric	XZ1516
I	210000	220000	38	215000	22	105	No	NA	Telomeric	XZ1516
I	220000	230000	15	225000	23	105	No	NA	Telomeric	XZ1516
I	230000	240000	29	235000	24	105	No	NA	Telomeric	XZ1516
I	240000	250000	29	245000	25	105	No	NA	Telomeric	XZ1516
I	250000	260000	29	255000	26	105	No	NA	Telomeric	XZ1516
I	260000	270000	25	265000	27	105	No	NA	Telomeric	XZ1516
I	270000	280000	28	275000	28	105	No	NA	Telomeric	XZ1516
I	280000	290000	28	285000	29	105	No	NA	Telomeric	XZ1516
I	290000	300000	27	295000	30	105	No	NA	Telomeric	XZ1516
I	300000	310000	22	305000	31	105	No	NA	Telomeric	XZ1516
I	310000	320000	23	315000	32	105	No	NA	Telomeric	XZ1516
I	320000	330000	25	325000	33	105	No	NA	Telomeric	XZ1516
I	330000	340000	22	335000	34	105	No	NA	Telomeric	XZ1516
I	340000	350000	37	345000	35	105	No	NA	Telomeric	XZ1516
I	350000	360000	36	355000	36	105	No	NA	Telomeric	XZ1516
I	360000	370000	39	365000	37	105	No	NA	Telomeric	XZ1516
I	370000	380000	74	375000	38	105	No	NA	Telomeric	XZ1516
I	380000	390000	64	385000	39	105	No	NA	Telomeric	XZ1516
I	390000	400000	52	395000	40	105	No	NA	Telomeric	XZ1516
I	400000	410000	91	405000	41	105	No	NA	Telomeric	XZ1516
I	410000	420000	48	415000	42	105	No	NA	Telomeric	XZ1516
I	420000	430000	41	425000	43	105	No	NA	Telomeric	XZ1516
I	430000	440000	56	435000	44	105	No	NA	Telomeric	XZ1516
I	440000	450000	33	445000	45	105	No	NA	Telomeric	XZ1516
I	450000	460000	40	455000	46	105	No	NA	Telomeric	XZ1516
I	460000	470000	42	465000	47	105	No	NA	Telomeric	XZ1516
