CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	33	5000	1	105	No	NA	Telomeric	QG2841
I	10000	20000	23	15000	2	105	No	NA	Telomeric	QG2841
I	20000	30000	19	25000	3	105	No	NA	Telomeric	QG2841
I	30000	40000	21	35000	4	105	No	NA	Telomeric	QG2841
I	40000	50000	25	45000	5	105	No	NA	Telomeric	QG2841
I	50000	60000	22	55000	6	105	No	NA	Telomeric	QG2841
I	60000	70000	25	65000	7	105	No	NA	Telomeric	QG2841
I	70000	80000	34	75000	8	105	No	NA	Telomeric	QG2841
I	80000	90000	20	85000	9	105	No	NA	Telomeric	QG2841
I	90000	100000	19	95000	10	105	No	NA	Telomeric	QG2841
I	100000	110000	25	105000	11	105	No	NA	Telomeric	QG2841
I	110000	120000	21	115000	12	105	No	NA	Telomeric	QG2841
I	120000	130000	23	125000	13	105	No	NA	Telomeric	QG2841
I	130000	140000	22	135000	14	105	No	NA	Telomeric	QG2841
I	140000	150000	12	145000	15	105	No	NA	Telomeric	QG2841
I	150000	160000	20	155000	16	105	No	NA	Telomeric	QG2841
I	160000	170000	18	165000	17	105	No	NA	Telomeric	QG2841
I	170000	180000	17	175000	18	105	No	NA	Telomeric	QG2841
I	180000	190000	18	185000	19	105	No	NA	Telomeric	QG2841
I	190000	200000	21	195000	20	105	No	NA	Telomeric	QG2841
I	200000	210000	25	205000	21	105	No	NA	Telomeric	QG2841
I	210000	220000	21	215000	22	105	No	NA	Telomeric	QG2841
I	220000	230000	30	225000	23	105	No	NA	Telomeric	QG2841
I	230000	240000	70	235000	24	21	Yes	Up	Telomeric	QG2841
I	240000	250000	16	245000	25	105	No	NA	Telomeric	QG2841
I	250000	260000	36	255000	26	105	No	NA	Telomeric	QG2841
I	260000	270000	27	265000	27	105	No	NA	Telomeric	QG2841
I	270000	280000	29	275000	28	105	No	NA	Telomeric	QG2841
I	280000	290000	28	285000	29	105	No	NA	Telomeric	QG2841
I	290000	300000	19	295000	30	105	No	NA	Telomeric	QG2841
I	300000	310000	20	305000	31	105	No	NA	Telomeric	QG2841
I	310000	320000	24	315000	32	105	No	NA	Telomeric	QG2841
I	320000	330000	22	325000	33	105	No	NA	Telomeric	QG2841
I	330000	340000	27	335000	34	105	No	NA	Telomeric	QG2841
I	340000	350000	31	345000	35	105	No	NA	Telomeric	QG2841
I	350000	360000	20	355000	36	105	No	NA	Telomeric	QG2841
I	360000	370000	19	365000	37	105	No	NA	Telomeric	QG2841
I	370000	380000	26	375000	38	105	No	NA	Telomeric	QG2841
I	380000	390000	30	385000	39	105	No	NA	Telomeric	QG2841
I	390000	400000	26	395000	40	105	No	NA	Telomeric	QG2841
I	400000	410000	50	405000	41	105	No	NA	Telomeric	QG2841
I	410000	420000	32	415000	42	105	No	NA	Telomeric	QG2841
I	420000	430000	21	425000	43	105	No	NA	Telomeric	QG2841
I	430000	440000	26	435000	44	105	No	NA	Telomeric	QG2841
I	440000	450000	25	445000	45	105	No	NA	Telomeric	QG2841
I	450000	460000	16	455000	46	105	No	NA	Telomeric	QG2841
