CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	51	5000	1	105	No	NA	Telomeric	ECA740
I	10000	20000	41	15000	2	105	No	NA	Telomeric	ECA740
I	20000	30000	31	25000	3	105	No	NA	Telomeric	ECA740
I	30000	40000	41	35000	4	105	No	NA	Telomeric	ECA740
I	40000	50000	33	45000	5	105	No	NA	Telomeric	ECA740
I	50000	60000	30	55000	6	105	No	NA	Telomeric	ECA740
I	60000	70000	38	65000	7	105	No	NA	Telomeric	ECA740
I	70000	80000	41	75000	8	105	No	NA	Telomeric	ECA740
I	80000	90000	22	85000	9	105	No	NA	Telomeric	ECA740
I	90000	100000	20	95000	10	105	No	NA	Telomeric	ECA740
I	100000	110000	42	105000	11	105	No	NA	Telomeric	ECA740
I	110000	120000	14	115000	12	105	No	NA	Telomeric	ECA740
I	120000	130000	22	125000	13	105	No	NA	Telomeric	ECA740
I	130000	140000	29	135000	14	105	No	NA	Telomeric	ECA740
I	140000	150000	20	145000	15	105	No	NA	Telomeric	ECA740
I	150000	160000	21	155000	16	105	No	NA	Telomeric	ECA740
I	160000	170000	30	165000	17	105	No	NA	Telomeric	ECA740
I	170000	180000	24	175000	18	105	No	NA	Telomeric	ECA740
I	180000	190000	22	185000	19	105	No	NA	Telomeric	ECA740
I	190000	200000	26	195000	20	105	No	NA	Telomeric	ECA740
I	200000	210000	29	205000	21	105	No	NA	Telomeric	ECA740
I	210000	220000	35	215000	22	105	No	NA	Telomeric	ECA740
I	220000	230000	22	225000	23	105	No	NA	Telomeric	ECA740
I	230000	240000	30	235000	24	105	No	NA	Telomeric	ECA740
I	240000	250000	24	245000	25	105	No	NA	Telomeric	ECA740
I	250000	260000	31	255000	26	105	No	NA	Telomeric	ECA740
I	260000	270000	32	265000	27	105	No	NA	Telomeric	ECA740
I	270000	280000	38	275000	28	105	No	NA	Telomeric	ECA740
I	280000	290000	32	285000	29	105	No	NA	Telomeric	ECA740
I	290000	300000	26	295000	30	105	No	NA	Telomeric	ECA740
I	300000	310000	26	305000	31	105	No	NA	Telomeric	ECA740
I	310000	320000	27	315000	32	105	No	NA	Telomeric	ECA740
I	320000	330000	29	325000	33	105	No	NA	Telomeric	ECA740
I	330000	340000	34	335000	34	105	No	NA	Telomeric	ECA740
I	340000	350000	41	345000	35	105	No	NA	Telomeric	ECA740
I	350000	360000	39	355000	36	105	No	NA	Telomeric	ECA740
I	360000	370000	36	365000	37	105	No	NA	Telomeric	ECA740
I	370000	380000	61	375000	38	105	No	NA	Telomeric	ECA740
I	380000	390000	51	385000	39	105	No	NA	Telomeric	ECA740
I	390000	400000	55	395000	40	105	No	NA	Telomeric	ECA740
I	400000	410000	102	405000	41	105	No	NA	Telomeric	ECA740
I	410000	420000	45	415000	42	105	No	NA	Telomeric	ECA740
I	420000	430000	37	425000	43	105	No	NA	Telomeric	ECA740
I	430000	440000	52	435000	44	105	No	NA	Telomeric	ECA740
I	440000	450000	43	445000	45	105	No	NA	Telomeric	ECA740
I	450000	460000	46	455000	46	105	No	NA	Telomeric	ECA740
I	460000	470000	42	465000	47	105	No	NA	Telomeric	ECA740
