CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	53	5000	1	105	No	NA	Telomeric	QX1211
I	10000	20000	38	15000	2	105	No	NA	Telomeric	QX1211
I	20000	30000	30	25000	3	105	No	NA	Telomeric	QX1211
I	30000	40000	44	35000	4	105	No	NA	Telomeric	QX1211
I	40000	50000	31	45000	5	105	No	NA	Telomeric	QX1211
I	50000	60000	28	55000	6	105	No	NA	Telomeric	QX1211
I	60000	70000	42	65000	7	105	No	NA	Telomeric	QX1211
I	70000	80000	37	75000	8	105	No	NA	Telomeric	QX1211
I	80000	90000	19	85000	9	105	No	NA	Telomeric	QX1211
I	90000	100000	17	95000	10	105	No	NA	Telomeric	QX1211
I	100000	110000	38	105000	11	105	No	NA	Telomeric	QX1211
I	110000	120000	14	115000	12	105	No	NA	Telomeric	QX1211
I	120000	130000	22	125000	13	105	No	NA	Telomeric	QX1211
I	130000	140000	29	135000	14	105	No	NA	Telomeric	QX1211
I	140000	150000	16	145000	15	105	No	NA	Telomeric	QX1211
I	150000	160000	20	155000	16	105	No	NA	Telomeric	QX1211
I	160000	170000	30	165000	17	105	No	NA	Telomeric	QX1211
I	170000	180000	22	175000	18	105	No	NA	Telomeric	QX1211
I	180000	190000	22	185000	19	105	No	NA	Telomeric	QX1211
I	190000	200000	27	195000	20	105	No	NA	Telomeric	QX1211
I	200000	210000	22	205000	21	105	No	NA	Telomeric	QX1211
I	210000	220000	29	215000	22	105	No	NA	Telomeric	QX1211
I	220000	230000	29	225000	23	105	No	NA	Telomeric	QX1211
I	230000	240000	50	235000	24	105	No	NA	Telomeric	QX1211
I	240000	250000	23	245000	25	105	No	NA	Telomeric	QX1211
I	250000	260000	31	255000	26	105	No	NA	Telomeric	QX1211
I	260000	270000	31	265000	27	105	No	NA	Telomeric	QX1211
I	270000	280000	38	275000	28	105	No	NA	Telomeric	QX1211
I	280000	290000	30	285000	29	105	No	NA	Telomeric	QX1211
I	290000	300000	27	295000	30	105	No	NA	Telomeric	QX1211
I	300000	310000	26	305000	31	105	No	NA	Telomeric	QX1211
