CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	49	5000	1	105	No	NA	Telomeric	ECA36
I	10000	20000	40	15000	2	105	No	NA	Telomeric	ECA36
I	20000	30000	30	25000	3	105	No	NA	Telomeric	ECA36
I	30000	40000	41	35000	4	105	No	NA	Telomeric	ECA36
I	40000	50000	33	45000	5	105	No	NA	Telomeric	ECA36
I	50000	60000	29	55000	6	105	No	NA	Telomeric	ECA36
I	60000	70000	38	65000	7	105	No	NA	Telomeric	ECA36
I	70000	80000	40	75000	8	105	No	NA	Telomeric	ECA36
I	80000	90000	21	85000	9	105	No	NA	Telomeric	ECA36
I	90000	100000	20	95000	10	105	No	NA	Telomeric	ECA36
I	100000	110000	42	105000	11	105	No	NA	Telomeric	ECA36
I	110000	120000	15	115000	12	105	No	NA	Telomeric	ECA36
I	120000	130000	22	125000	13	105	No	NA	Telomeric	ECA36
I	130000	140000	28	135000	14	105	No	NA	Telomeric	ECA36
I	140000	150000	13	145000	15	105	No	NA	Telomeric	ECA36
I	150000	160000	22	155000	16	105	No	NA	Telomeric	ECA36
I	160000	170000	28	165000	17	105	No	NA	Telomeric	ECA36
I	170000	180000	22	175000	18	105	No	NA	Telomeric	ECA36
I	180000	190000	22	185000	19	105	No	NA	Telomeric	ECA36
I	190000	200000	26	195000	20	105	No	NA	Telomeric	ECA36
I	200000	210000	23	205000	21	105	No	NA	Telomeric	ECA36
I	210000	220000	32	215000	22	105	No	NA	Telomeric	ECA36
I	220000	230000	28	225000	23	105	No	NA	Telomeric	ECA36
I	230000	240000	58	235000	24	105	No	NA	Telomeric	ECA36
I	240000	250000	23	245000	25	105	No	NA	Telomeric	ECA36
I	250000	260000	29	255000	26	105	No	NA	Telomeric	ECA36
I	260000	270000	30	265000	27	105	No	NA	Telomeric	ECA36
I	270000	280000	37	275000	28	105	No	NA	Telomeric	ECA36
I	280000	290000	29	285000	29	105	No	NA	Telomeric	ECA36
I	290000	300000	26	295000	30	105	No	NA	Telomeric	ECA36
I	300000	310000	26	305000	31	105	No	NA	Telomeric	ECA36
I	310000	320000	25	315000	32	105	No	NA	Telomeric	ECA36
I	320000	330000	27	325000	33	105	No	NA	Telomeric	ECA36
I	330000	340000	30	335000	34	105	No	NA	Telomeric	ECA36
I	340000	350000	43	345000	35	105	No	NA	Telomeric	ECA36
I	350000	360000	40	355000	36	105	No	NA	Telomeric	ECA36
I	360000	370000	38	365000	37	105	No	NA	Telomeric	ECA36
I	370000	380000	49	375000	38	105	No	NA	Telomeric	ECA36
I	380000	390000	45	385000	39	105	No	NA	Telomeric	ECA36
I	390000	400000	57	395000	40	105	No	NA	Telomeric	ECA36
I	400000	410000	90	405000	41	105	No	NA	Telomeric	ECA36
I	410000	420000	44	415000	42	105	No	NA	Telomeric	ECA36
I	420000	430000	36	425000	43	105	No	NA	Telomeric	ECA36
I	430000	440000	53	435000	44	105	No	NA	Telomeric	ECA36
I	440000	450000	40	445000	45	105	No	NA	Telomeric	ECA36
I	450000	460000	46	455000	46	105	No	NA	Telomeric	ECA36
