CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	37	5000	1	105	No	NA	Telomeric	NIC271
I	10000	20000	22	15000	2	105	No	NA	Telomeric	NIC271
I	20000	30000	19	25000	3	105	No	NA	Telomeric	NIC271
I	30000	40000	20	35000	4	105	No	NA	Telomeric	NIC271
I	40000	50000	25	45000	5	105	No	NA	Telomeric	NIC271
I	50000	60000	14	55000	6	105	No	NA	Telomeric	NIC271
I	60000	70000	20	65000	7	105	No	NA	Telomeric	NIC271
I	70000	80000	23	75000	8	105	No	NA	Telomeric	NIC271
I	80000	90000	21	85000	9	105	No	NA	Telomeric	NIC271
I	90000	100000	23	95000	10	105	No	NA	Telomeric	NIC271
I	100000	110000	23	105000	11	105	No	NA	Telomeric	NIC271
I	110000	120000	19	115000	12	105	No	NA	Telomeric	NIC271
I	120000	130000	26	125000	13	105	No	NA	Telomeric	NIC271
I	130000	140000	22	135000	14	105	No	NA	Telomeric	NIC271
I	140000	150000	12	145000	15	105	No	NA	Telomeric	NIC271
I	150000	160000	12	155000	16	105	No	NA	Telomeric	NIC271
I	160000	170000	19	165000	17	105	No	NA	Telomeric	NIC271
I	170000	180000	18	175000	18	105	No	NA	Telomeric	NIC271
I	180000	190000	16	185000	19	105	No	NA	Telomeric	NIC271
I	190000	200000	22	195000	20	105	No	NA	Telomeric	NIC271
I	200000	210000	29	205000	21	105	No	NA	Telomeric	NIC271
I	210000	220000	19	215000	22	105	No	NA	Telomeric	NIC271
I	220000	230000	37	225000	23	105	No	NA	Telomeric	NIC271
I	230000	240000	67	235000	24	18	Yes	Up	Telomeric	NIC271
I	240000	250000	19	245000	25	105	No	NA	Telomeric	NIC271
I	250000	260000	26	255000	26	105	No	NA	Telomeric	NIC271
I	260000	270000	24	265000	27	105	No	NA	Telomeric	NIC271
I	270000	280000	29	275000	28	105	No	NA	Telomeric	NIC271
I	280000	290000	20	285000	29	105	No	NA	Telomeric	NIC271
I	290000	300000	18	295000	30	105	No	NA	Telomeric	NIC271
I	300000	310000	21	305000	31	105	No	NA	Telomeric	NIC271
I	310000	320000	19	315000	32	105	No	NA	Telomeric	NIC271
I	320000	330000	16	325000	33	105	No	NA	Telomeric	NIC271
I	330000	340000	19	335000	34	105	No	NA	Telomeric	NIC271
I	340000	350000	27	345000	35	105	No	NA	Telomeric	NIC271
I	350000	360000	15	355000	36	105	No	NA	Telomeric	NIC271
I	360000	370000	23	365000	37	105	No	NA	Telomeric	NIC271
I	370000	380000	18	375000	38	105	No	NA	Telomeric	NIC271
