CHROM	START_BIN	END_BIN	COUNT	MID_BIN	index	rank	outlier	direction	GENOMIC_REGION	STRAIN
I	0	10000	38	5000	1	105	No	NA	Telomeric	NIC195
I	10000	20000	17	15000	2	105	No	NA	Telomeric	NIC195
I	20000	30000	10	25000	3	105	No	NA	Telomeric	NIC195
I	30000	40000	19	35000	4	105	No	NA	Telomeric	NIC195
I	40000	50000	21	45000	5	105	No	NA	Telomeric	NIC195
I	50000	60000	15	55000	6	105	No	NA	Telomeric	NIC195
I	60000	70000	20	65000	7	105	No	NA	Telomeric	NIC195
I	70000	80000	20	75000	8	105	No	NA	Telomeric	NIC195
I	80000	90000	19	85000	9	105	No	NA	Telomeric	NIC195
I	90000	100000	19	95000	10	105	No	NA	Telomeric	NIC195
I	100000	110000	23	105000	11	105	No	NA	Telomeric	NIC195
I	110000	120000	15	115000	12	105	No	NA	Telomeric	NIC195
I	120000	130000	22	125000	13	105	No	NA	Telomeric	NIC195
I	130000	140000	20	135000	14	105	No	NA	Telomeric	NIC195
I	140000	150000	16	145000	15	105	No	NA	Telomeric	NIC195
I	150000	160000	13	155000	16	105	No	NA	Telomeric	NIC195
I	160000	170000	14	165000	17	105	No	NA	Telomeric	NIC195
I	170000	180000	17	175000	18	105	No	NA	Telomeric	NIC195
I	180000	190000	16	185000	19	105	No	NA	Telomeric	NIC195
I	190000	200000	16	195000	20	105	No	NA	Telomeric	NIC195
I	200000	210000	19	205000	21	105	No	NA	Telomeric	NIC195
I	210000	220000	30	215000	22	105	No	NA	Telomeric	NIC195
I	220000	230000	27	225000	23	105	No	NA	Telomeric	NIC195
I	230000	240000	70	235000	24	39	Yes	Up	Telomeric	NIC195
I	240000	250000	14	245000	25	105	No	NA	Telomeric	NIC195
I	250000	260000	29	255000	26	105	No	NA	Telomeric	NIC195
I	260000	270000	25	265000	27	105	No	NA	Telomeric	NIC195
I	270000	280000	22	275000	28	105	No	NA	Telomeric	NIC195
I	280000	290000	20	285000	29	105	No	NA	Telomeric	NIC195
I	290000	300000	19	295000	30	105	No	NA	Telomeric	NIC195
I	300000	310000	18	305000	31	105	No	NA	Telomeric	NIC195
I	310000	320000	16	315000	32	105	No	NA	Telomeric	NIC195
I	320000	330000	8	325000	33	105	No	NA	Telomeric	NIC195
I	330000	340000	20	335000	34	105	No	NA	Telomeric	NIC195
I	340000	350000	32	345000	35	105	No	NA	Telomeric	NIC195
I	350000	360000	12	355000	36	105	No	NA	Telomeric	NIC195
I	360000	370000	19	365000	37	105	No	NA	Telomeric	NIC195
I	370000	380000	16	375000	38	105	No	NA	Telomeric	NIC195
I	380000	390000	15	385000	39	105	No	NA	Telomeric	NIC195
I	390000	400000	26	395000	40	105	No	NA	Telomeric	NIC195
I	400000	410000	28	405000	41	105	No	NA	Telomeric	NIC195
I	410000	420000	19	415000	42	105	No	NA	Telomeric	NIC195
I	420000	430000	22	425000	43	105	No	NA	Telomeric	NIC195
I	430000	440000	24	435000	44	105	No	NA	Telomeric	NIC195
I	440000	450000	17	445000	45	105	No	NA	Telomeric	NIC195
I	450000	460000	19	455000	46	105	No	NA	Telomeric	NIC195
I	460000	470000	32	465000	47	105	No	NA	Telomeric	NIC195
I	470000	480000	30	475000	48	105	No	NA	Telomeric	NIC195
I	480000	490000	30	485000	49	105	No	NA	Telomeric	NIC195
I	490000	500000	21	495000	50	105	No	NA	Telomeric	NIC195
I	500000	510000	14	505000	51	105	No	NA	Telomeric	NIC195
I	510000	520000	19	515000	52	105	No	NA	Telomeric	NIC195
I	520000	530000	13	525000	53	105	No	NA	Telomeric	NIC195
I	530000	540000	8	535000	54	105	No	NA	LEFT_ARM	NIC195
I	540000	550000	23	545000	55	105	No	NA	LEFT_ARM	NIC195
I	550000	560000	12	555000	56	105	No	NA	LEFT_ARM	NIC195
I	560000	570000	12	565000	57	105	No	NA	LEFT_ARM	NIC195
I	570000	580000	15	575000	58	105	No	NA	LEFT_ARM	NIC195
I	580000	590000	22	585000	59	105	No	NA	LEFT_ARM	NIC195
I	590000	600000	17	595000	60	105	No	NA	LEFT_ARM	NIC195
I	600000	610000	17	605000	61	105	No	NA	LEFT_ARM	NIC195
I	610000	620000	35	615000	62	105	No	NA	LEFT_ARM	NIC195
I	620000	630000	29	625000	63	105	No	NA	LEFT_ARM	NIC195
I	630000	640000	49	635000	64	105	No	NA	LEFT_ARM	NIC195
I	640000	650000	45	645000	65	105	No	NA	LEFT_ARM	NIC195
I	650000	660000	28	655000	66	105	No	NA	LEFT_ARM	NIC195
I	660000	670000	37	665000	67	105	No	NA	LEFT_ARM	NIC195
I	670000	680000	33	675000	68	105	No	NA	LEFT_ARM	NIC195
I	680000	690000	44	685000	69	105	No	NA	LEFT_ARM	NIC195
I	690000	700000	39	695000	70	105	No	NA	LEFT_ARM	NIC195
I	700000	710000	46	705000	71	105	No	NA	LEFT_ARM	NIC195
I	710000	720000	55	715000	72	105	No	NA	LEFT_ARM	NIC195
I	720000	730000	17	725000	73	105	No	NA	LEFT_ARM	NIC195
I	730000	740000	22	735000	74	105	No	NA	LEFT_ARM	NIC195
I	740000	750000	22	745000	75	105	No	NA	LEFT_ARM	NIC195
I	750000	760000	32	755000	76	105	No	NA	LEFT_ARM	NIC195
I	760000	770000	25	765000	77	105	No	NA	LEFT_ARM	NIC195
I	770000	780000	30	775000	78	105	No	NA	LEFT_ARM	NIC195
I	780000	790000	26	785000	79	105	No	NA	LEFT_ARM	NIC195
